projectName, alpha, makespan, duration;
j6029_9,RND,129,1.85;
j6043_6,0.25,88,1.33;
j6043_6,RND,88,1.89;
j6020_4,0.25,87,1.93;
j6020_4,RND,87,1.78;
j6045_8,0.25,142,2.14;
j6045_8,RND,137,2.11;
j6048_10,0.25,71,1.2;
j6048_10,RND,71,1.16;
j608_9,0.25,59,0.94;
j608_9,RND,59,0.87;
j6012_8,0.25,61,0.76;
j6012_8,RND,61,0.79;
j6023_3,0.25,76,1.1;
j6023_3,RND,76,1.08;
j6022_2,0.25,90,1.3;
j6022_2,RND,90,1.24;
j6029_10,0.25,125,1.72;
j6029_10,RND,127,1.69;
j6013_9,0.25,112,1.42;
j6013_9,RND,110,1.38;
j609_8,0.25,99,1.35;
j609_8,RND,107,1.4;
j6044_9,0.25,66,1.08;
j6044_9,RND,66,1.11;
j6021_5,0.25,93,1.36;
j6021_5,RND,94,2.24;
j6042_7,0.25,58,2.19;
j6042_7,RND,57,2.12;
j6028_8,0.25,63,1.8;
j6028_8,RND,63,2.03;
j6037_5,0.25,99,3.66;
j6037_5,RND,96,3.42;
j6019_3,0.25,84,1.75;
j6019_3,RND,82,2.11;
j6038_6,0.25,89,3.16;
j6038_6,RND,89,4.61;
j6014_10,0.25,78,1.5;
j6014_10,RND,73,1.63;
j603_2,0.25,70,2.18;
j603_2,RND,70,2.18;
j6034_2,0.25,70,2.27;
j6034_2,RND,70,1.85;
j6015_7,0.25,65,1.09;
j6015_7,RND,65,1.17;
j6017_5,0.25,64,1.38;
j6017_5,RND,61,1.4;
j6039_3,0.25,88,2.1;
j6039_3,RND,88,2.17;
j6018_6,0.25,62,1.34;
j6018_6,RND,62,1.63;
j6043_2,0.25,89,2.35;
j6043_2,RND,89,3.35;
j6025_9,0.25,115,2.27;
j6025_9,RND,109,2.7;
j6040_5,0.25,84,2.15;
j6040_5,RND,84,2.21;
j6014_2,0.25,68,1.59;
j6014_2,RND,68,1.2;
j6035_7,0.25,74,1.54;
j6035_7,RND,74,1.6;
j6016_10,0.25,69,1.24;
j6016_10,RND,69,1.37;
j602_7,0.25,50,1.39;
j602_7,RND,50,1.09;
j604_9,0.25,76,1.39;
j604_9,RND,76,1.75;
j6033_9,0.25,134,2.93;
j6033_9,RND,134,4.07;
j6023_7,0.25,63,2.22;
j6023_7,RND,61,1.4;
j6021_1,0.25,104,2.12;
j6021_1,RND,116,2.06;
j6048_9,0.25,83,2.15;
j6048_9,RND,83,2.06;
j6022_6,0.25,81,1.69;
j6022_6,RND,80,1.56;
j605_8,0.25,85,1.51;
j605_8,RND,83,1.39;
j6032_8,0.25,77,1.55;
j6032_8,RND,77,1.58;
j6034_6,0.25,91,1.89;
j6034_6,RND,91,1.93;
j6015_3,0.25,73,1.23;
j6015_3,RND,73,1.17;
j603_6,0.25,59,1.2;
j603_6,RND,59,1.92;
j6041_4,0.25,152,4.48;
j6041_4,RND,145,3.3;
j6024_8,0.25,82,1.32;
j6024_8,0.25,82,1.32;
j6032_10,0.25,78,1.44;
j6032_10,RND,78,1.58;
j6042_3,0.25,86,2.12;
j6042_3,RND,87,1.77;
j607_10,0.25,83,1.37;
j607_10,RND,83,1.45;
j6019_7,0.25,61,1.97;
j6019_7,RND,61,1.48;
j6038_2,0.25,77,2.51;
j6038_2,RND,77,1.7;
j6037_1,0.25,115,2.32;
j6037_1,RND,112,2.33;
j6016_4,0.25,61,0.99;
j6016_4,RND,61,1.09;
