projectName, alpha, makespan, duration;
j908_1,100,RND,97,2.13
j908_1,200,RND,97,4.26
j907_2,100,RND,78,2.02
j907_2,200,RND,78,4.03
j9046_3,100,RND,124,3.0
j9046_3,200,RND,123,6.2
j9044_10,100,RND,87,2.4
j9044_10,200,RND,87,4.81
j9025_1,100,RND,139,3.05
j9025_1,200,RND,133,6.01
j9036_8,100,RND,85,2.42
j9036_8,200,RND,85,4.85
j9026_6,100,RND,109,2.79
j9026_6,200,RND,109,5.52
j9029_5,100,RND,133,3.14
j9029_5,200,RND,134,6.29
j9038_10,100,RND,115,3.0
j9038_10,200,RND,113,5.95
j9027_6,100,RND,88,2.32
j9027_6,200,RND,88,4.64
j9028_5,100,RND,89,2.32
j9028_5,200,RND,89,4.6
j9037_8,100,RND,124,3.84
j9037_8,200,RND,125,7.7
j9024_1,100,RND,85,2.13
j9024_1,200,RND,85,4.28
j9047_3,100,RND,103,2.58
j9047_3,200,RND,104,5.13
j9032_1,100,RND,79,2.11
j9032_1,200,RND,79,4.23
j9013_4,100,RND,125,2.54
j9013_4,200,RND,124,5.09
j909_1,100,RND,117,2.48
j909_1,200,RND,120,4.96
j906_2,100,RND,87,1.76
j906_2,200,RND,87,3.5
j905_5,100,RND,118,2.56
j905_5,200,RND,117,5.14
j9031_6,100,RND,82,2.14
j9031_6,200,RND,83,4.27
j9010_3,100,RND,124,2.43
j9010_3,200,RND,124,4.84
j9021_8,100,RND,119,2.81
j9021_8,200,RND,117,5.71
j9040_10,100,RND,87,2.62
j9040_10,200,RND,87,5.19
j9044_4,100,RND,90,2.55
j9044_4,200,RND,90,5.08
j9045_5,100,RND,191,4.79
j9045_5,200,RND,189,9.65
j9020_9,100,RND,77,2.24
j9020_9,200,RND,77,4.48
j904_4,100,RND,93,2.04
j904_4,200,RND,93,4.04
j9011_2,100,RND,103,1.92
j9011_2,200,RND,101,3.85
j9030_7,100,RND,99,2.26
j9030_7,200,RND,96,4.51
j9012_5,100,RND,84,2.03
j9012_5,200,RND,84,4.11
j9021_10,100,RND,114,2.88
j9021_10,200,RND,115,5.76
j907_3,100,RND,81,1.78
j907_3,200,RND,81,3.49
j9046_2,100,RND,100,2.96
j9046_2,200,RND,104,5.9
j9036_9,100,RND,103,2.76
j9036_9,200,RND,103,5.57
j9029_4,100,RND,155,3.49
j9029_4,200,RND,153,6.98
j9026_7,100,RND,92,2.3
j9026_7,200,RND,90,4.6
j9024_5,100,RND,86,2.18
j9024_5,200,RND,86,4.35
j9041_9,100,RND,131,3.72
j9041_9,200,RND,127,7.44
j9028_1,100,RND,81,2.19
j9028_1,200,RND,81,4.36
j908_10,100,RND,89,1.97
j908_10,200,RND,89,3.95
j9027_2,100,RND,82,2.11
j9027_2,200,RND,82,4.25
j9016_9,100,RND,67,1.61
j9016_9,200,RND,67,3.28
j9031_2,100,RND,73,1.95
j9031_2,200,RND,72,3.92
j9010_7,100,RND,86,1.92
j9010_7,200,RND,87,3.87
j905_1,100,RND,93,2.19
j905_1,200,RND,87,4.32
j9048_4,100,RND,92,2.25
j9048_4,200,RND,92,4.49
j9047_7,100,RND,95,2.63
j9047_7,200,RND,95,5.25
j9023_10,100,RND,88,2.12
j9023_10,200,RND,88,4.23
j906_6,100,RND,99,2.48
j906_6,200,RND,101,4.95
j909_5,100,RND,160,2.96
j909_5,200,RND,156,5.9
j9032_5,100,RND,94,2.33
j9032_5,200,RND,94,4.59
j908_4,100,RND,78,1.83
j908_4,200,RND,78,3.66
j907_7,100,RND,91,2.08
j907_7,200,RND,91,4.17
j9012_1,100,RND,72,1.76
j9012_1,200,RND,72,3.51
j9033_4,100,RND,97,2.83
j9033_4,200,RND,96,5.61
j9046_6,100,RND,92,2.74
j9046_6,200,RND,88,5.49
j9042_10,100,RND,100,2.73
j9042_10,200,RND,99,5.42
j9045_1,100,RND,156,3.9
j9045_1,200,RND,160,7.79
j9011_6,100,RND,79,1.74
j9011_6,200,RND,79,3.42
j9030_3,100,RND,105,2.43
j9030_3,200,RND,105,4.9
j9017_8,100,RND,117,2.87
j9017_8,200,RND,114,5.78
j9026_3,100,RND,88,2.18
j9026_3,200,RND,87,4.37
j9040_8,100,RND,80,2.28
j9040_8,200,RND,80,4.61
j9025_4,100,RND,153,3.22
j9025_4,200,RND,149,6.47
j901_9,100,RND,80,1.87
j901_9,200,RND,78,3.72
