projectName, alpha, makespan, duration;
j3022_5,0.25,63,0.6;
j3022_5,RND,63,0.58;
j3047_9,0.25,70,1.44;
j3047_9,RND,70,1.12;
j302_4,0.25,46,0.87;
j302_4,RND,44,0.34;
j3034_5,0.25,64,0.6;
j3034_5,RND,64,0.46;
j3041_7,0.25,83,0.68;
j3041_7,RND,78,0.59;
j3019_4,0.25,43,0.28;
j3019_4,RND,43,0.33;
j309_10,0.25,103,0.5;
j309_10,RND,100,0.54;
j3038_1,0.25,47,0.36;
j3038_1,RND,47,0.37;
j3037_2,0.25,75,0.5;
j3037_2,RND,73,0.46;
j3016_7,0.25,35,0.22;
j3016_7,RND,35,0.27;
j301_3,0.25,52,0.64;
j301_3,RND,52,0.6;
j3017_6,0.25,74,0.85;
j3017_6,RND,74,0.8;
j3036_3,0.25,62,0.64;
j3036_3,RND,62,0.5;
j3018_5,0.25,51,0.62;
j3018_5,RND,51,0.57;
j3043_1,0.25,62,0.39;
j3043_1,RND,57,0.39;
j3040_6,0.25,61,0.35;
j3040_6,RND,61,0.33;
j303_5,0.25,58,0.33;
j303_5,RND,49,0.49;
j3014_1,0.25,49,0.33;
j3014_1,RND,49,0.29;
j3035_4,0.25,57,0.38;
j3035_4,RND,57,0.5;
j3046_8,0.25,66,0.5;
j3046_8,RND,61,1.12;
j3023_4,0.25,68,0.85;
j3023_4,RND,68,0.63;
j3042_10,0.25,81,0.87;
j3042_10,RND,81,0.52;
j3020_3,0.25,50,0.48;
j3020_3,RND,50,0.52;
j3011_8,0.25,71,0.54;
j3011_8,RND,71,0.41;
j3022_1,0.25,50,0.33;
j3022_1,RND,46,0.33;
j3040_10,0.25,52,0.31;
j3040_10,RND,52,0.32;
j3031_8,0.25,70,0.34;
j3031_8,RND,70,0.39;
j307_9,0.25,68,0.61;
j307_9,RND,68,0.41;
j3021_6,0.25,85,0.8;
j3021_6,RND,85,0.71;
j3027_8,0.25,68,0.46;
j3027_8,RND,68,0.42;
j3042_4,0.25,59,0.35;
j3042_4,RND,59,0.5;
j301_7,0.25,65,0.46;
j301_7,RND,65,0.43;
j3037_6,0.25,77,0.48;
j3037_6,RND,77,0.43;
j3016_3,0.25,37,0.23;
j3016_3,RND,37,0.22;
j3038_5,0.25,77,0.44;
j3038_5,RND,77,0.5;
j3034_1,0.25,69,0.5;
j3034_1,RND,69,0.45;
j3015_4,0.25,50,0.34;
j3015_4,RND,49,0.33;
j3038_10,0.25,63,0.45;
j3038_10,RND,63,0.37;
j3041_3,0.25,100,0.52;
j3041_3,RND,100,0.56;
j3040_2,0.25,57,0.4;
j3040_2,RND,57,0.4;
j3014_5,0.25,67,0.35;
j3014_5,RND,60,0.33;
j303_1,0.25,74,0.37;
j303_1,RND,74,0.37;
j3039_4,0.25,55,0.37;
j3039_4,RND,55,0.36;
j3018_1,0.25,56,0.34;
j3018_1,RND,56,0.35;
j3017_2,0.25,71,0.38;
j3017_2,RND,71,0.36;
j3036_7,0.25,57,0.37;
j3036_7,RND,57,0.38;
j3043_5,0.25,72,0.48;
j3043_5,RND,69,1.07;
j3026_9,0.25,55,0.28;
j3026_9,RND,48,0.35;
j3020_7,0.25,43,0.26;
j3020_7,RND,43,0.26;
j3030_9,0.25,51,0.44;
j3030_9,RND,51,0.69;
j3021_10,0.25,69,0.53;
j3021_10,RND,69,0.43;
j306_8,0.25,47,0.27;
j306_8,RND,47,0.32;
